label	from_chebi	to_chebi	action
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
citric acid	CHEBI:53258	CHEBI:53258	confirm
citric acid	CHEBI:53258	CHEBI:53258	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
d-glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
h2seo3	CHEBI:75215	CHEBI:26642	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
dl-2-methylbutyric acid	CHEBI:37070	CHEBI:37070	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
cereal leaves	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
maltose	CHEBI:17306	CHEBI:17306	confirm
d-glucose	CHEBI:17234	CHEBI:17234	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
rye grass	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
rye grass	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
dl-2-methylbutyric acid	CHEBI:37070	CHEBI:37070	confirm
soil	CHEBI:131527	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glycine	CHEBI:15428	CHEBI:15428	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
citric acid	CHEBI:53258	CHEBI:53258	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
soil	CHEBI:131527	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
fena-edta	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
inositol	CHEBI:17268	CHEBI:17268	confirm
soil	CHEBI:131527	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
inositol	CHEBI:17268	CHEBI:17268	confirm
soil extract	CHEBI:15956	REMOVED	deground
inositol	CHEBI:17268	CHEBI:17268	confirm
soil	CHEBI:131527	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
citric acid	CHEBI:53258	CHEBI:53258	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
soil	CHEBI:131527	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
soil	CHEBI:131527	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
zncl2 x 6 h2o	CHEBI:35696	CHEBI:49976	resolve_manual_curated
fena-edta	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
glycine	CHEBI:15428	CHEBI:15428	confirm
glucose	CHEBI:17234	CHEBI:17234	confirm
soil	CHEBI:131527	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
marmite	CHEBI:34683	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
h2seo3	CHEBI:75215	CHEBI:26642	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
h2seo3	CHEBI:75215	CHEBI:26642	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
zncl2 x 6 h2o	CHEBI:35696	CHEBI:49976	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
cereal leaves	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
cereal leaves	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
rye grass	CHEBI:32588	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
inositol	CHEBI:17268	CHEBI:17268	confirm
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
cereal leaves	CHEBI:32588	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
soil	CHEBI:131527	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
tomato extract	CHEBI:3311	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
mg(so4) x 7 h2o	CHEBI:32588	CHEBI:31795	resolve_manual_curated
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
fena-edta	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
oat flakes	CHEBI:2509	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
(-)-chloramphenicol	CHEBI:17548	CHEBI:17698	resolve_manual_curated
czapek-dox liquid medium	CHEBI:131527	REMOVED	deground
cellobiose or cellulose mn 300	CHEBI:2509	REMOVED	deground
d(+)-glucose	CHEBI:17634	CHEBI:17634	confirm
mg(so4) x 7 h2o	CHEBI:32588	CHEBI:31795	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
l-cysteine	CHEBI:15356	CHEBI:15356	confirm
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
alpha-ketoglutamate	CHEBI:46756	CHEBI:30915	resolve_manual_curated
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
bovine serum albumin	CHEBI:6636	REMOVED	deground
rabbit serum	CHEBI:18050	REMOVED	deground
mem alpha modification	CHEBI:15361	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
dl-dithiothreitol	CHEBI:18320	CHEBI:18320	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
d(+)-glucose	CHEBI:17634	CHEBI:17634	confirm
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
n-acetyl-d-glucosamine	CHEBI:506227	CHEBI:506227	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast nitrogen base	CHEBI:42758	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mg(so4) x 7 h2o	CHEBI:32588	CHEBI:31795	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
dextrose	CHEBI:17634	CHEBI:17634	confirm
maltose	CHEBI:17306	CHEBI:17306	confirm
fena-edta	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
hipolypepton	CHEBI:26710	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
lactose	CHEBI:17716	CHEBI:17716	confirm
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
dehydrated wilkins-chalgren medium	CHEBI:42758	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
dl-2-methylbutyric acid	CHEBI:37070	CHEBI:37070	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
l-cysteine	CHEBI:15356	CHEBI:15356	confirm
yeast extract	CHEBI:86158	REMOVED	deground
d(+)-glucose	CHEBI:17634	CHEBI:17634	confirm
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
citric acid	CHEBI:53258	CHEBI:53258	confirm
ki	CHEBI:138791	CHEBI:8346	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
skim milk	CHEBI:28260	REMOVED	deground
tomato juice	CHEBI:53426	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
potato flour	CHEBI:17196	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
fructose	CHEBI:15824	CHEBI:15824	confirm
yeast extract	CHEBI:86158	REMOVED	deground
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
ki	CHEBI:138791	CHEBI:8346	resolve_manual_curated
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
tomato juice	CHEBI:53426	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
dl-dithiothreitol	CHEBI:18320	CHEBI:18320	confirm
cystein-hcl x 2 h2o	CHEBI:26710	CHEBI:91247	resolve_manual_curated
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
citric acid	CHEBI:53258	CHEBI:53258	confirm
ki	CHEBI:138791	CHEBI:8346	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
citric acid	CHEBI:53258	CHEBI:53258	confirm
ki	CHEBI:138791	CHEBI:8346	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
citric acid	CHEBI:53258	CHEBI:53258	confirm
ki	CHEBI:138791	CHEBI:8346	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
voso4 x 2 h2o	CHEBI:32139	CHEBI:33146	resolve_manual_curated
deionized water	CHEBI:86249	CHEBI:15377	resolve_manual_curated
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
nano3	CHEBI:65327	CHEBI:63005	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
d(+)-glucose	CHEBI:17634	CHEBI:17634	confirm
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
fructose	CHEBI:15824	CHEBI:15824	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
polypeptone	CHEBI:26710	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
inositol	CHEBI:17268	CHEBI:17268	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
cmrl 1066	CHEBI:32142	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
fructose	CHEBI:15824	CHEBI:15824	confirm
tomato juice	CHEBI:53426	REMOVED	deground
bovine serum albumin	CHEBI:6636	REMOVED	deground
rabbit serum	CHEBI:18050	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
na2seo3 x 5 h2o	CHEBI:63940	CHEBI:131361	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
potato	CHEBI:42758	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
milk	CHEBI:42758	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
arginine	CHEBI:16467	CHEBI:16467	confirm
glycine	CHEBI:15428	CHEBI:15428	confirm
dl-tryptophan	CHEBI:16296	CHEBI:27897	resolve_manual_curated
yeast extract	CHEBI:86158	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
oat flakes	CHEBI:2509	REMOVED	deground
oatmeal	CHEBI:2509	REMOVED	deground
dextrose	CHEBI:17634	CHEBI:17634	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
vitamin b12	CHEBI:176843	CHEBI:176843	confirm
columbia agar base	CHEBI:42758	REMOVED	deground
columbia agar base	CHEBI:42758	REMOVED	deground
columbia agar base	CHEBI:42758	REMOVED	deground
columbia agar base	CHEBI:42758	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
columbia agar base	CHEBI:42758	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
columbia agar base	CHEBI:42758	REMOVED	deground
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
mgcl2 x 6 h2o	CHEBI:34887	CHEBI:86345	resolve_corpus_consensus
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
yeast extract	CHEBI:86158	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
glucose	CHEBI:17234	CHEBI:17234	confirm
2-methylbutyric acid	CHEBI:37070	CHEBI:37070	confirm
skim milk	CHEBI:28260	REMOVED	deground
bovine horn meal	CHEBI:32139	REMOVED	deground
yeast extract	CHEBI:86158	REMOVED	deground
d-glucose	CHEBI:17234	CHEBI:17234	confirm
2,4-dichlorophenoxyacetic acid	CHEBI:165232	CHEBI:165232	confirm
yeast extract	CHEBI:86158	REMOVED	deground
