ingredient	kind	rows	records	example_record	has_local_term	section
Dithiothreitol (0.25 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009931	no	ingredients
Pyridoxal・HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009931	no	ingredients
Hemin (dissolved separately in 10 mM NaOH)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009931	no	ingredients
Calcium folinic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:009931	no	ingredients
β--NAD	UNRESOLVED_CHEMICAL	1	1	CultureMech:009931	no	ingredients
NaHCO3 solution (10%, w/v)	SOLUTION_NAME	1	1	CultureMech:009931	no	solutions
Sugar solution (250 mM each of xylose, maltose and cellobiose)	SOLUTION_NAME	1	1	CultureMech:009931	no	solutions
Vitamin solution** (see below), 10--fold diluted	SOLUTION_NAME	1	1	CultureMech:009931	no	solutions
Co--factors solution*** (see below)	SOLUTION_NAME	1	1	CultureMech:009931	no	solutions
5% Sodium lactate (autoclaved)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009942	no	ingredients
4% Fe(NH4)2(SO4)2・6H2O solution (filter--sterilized)	SOLUTION_NAME	1	1	CultureMech:009942	no	solutions
5% K2HPO4 solution (autoclaved)	SOLUTION_NAME	1	1	CultureMech:009942	no	solutions
1% Sodium ascorbate solution (filter--sterilized)	SOLUTION_NAME	1	1	CultureMech:009942	no	solutions
KH2PO4 (dissolve first, adjust pH to 7.0)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009952	no	ingredients
Sodium fumarate (adjust pH to 7.0)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009952	no	ingredients
SL10 elements (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009952	no	ingredients
NH4OH	UNRESOLVED_CHEMICAL	1	1	CultureMech:009954	no	ingredients
1 M Phosphate buffer (pH 7.2, see below)	SOLUTION_NAME	1	1	CultureMech:009955	no	ingredients
0.09 M KNO3 solution	SOLUTION_NAME	1	1	CultureMech:009955	no	solutions
Trace x 10 solution (see below)	SOLUTION_NAME	1	1	CultureMech:009957	no	solutions
Mg/Ca solution (see below)	SOLUTION_NAME	1	1	CultureMech:009957	no	solutions
Na benzoate solution (see below)	SOLUTION_NAME	1	1	CultureMech:009957	no	solutions
7 Vitamins solution (see below)	SOLUTION_NAME	1	1	CultureMech:009957	no	solutions
Vitamin K1 (1 mg/ml)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009962	no	ingredients
Mineral solution B (see below)	SOLUTION_NAME	1	1	CultureMech:009962	no	solutions
KH2PO4・2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009966	no	ingredients
Resazurin solution (1%)	SOLUTION_NAME	1	1	CultureMech:009966	no	solutions
Micronutrient solution (SL7) (see below)	SOLUTION_NAME	1	1	CultureMech:009968	no	solutions
MDS salt water (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009974	no	ingredients
Potassium phosphate buffer* (see below)	SOLUTION_NAME	1	1	CultureMech:009974	no	ingredients
1 M K2HPO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009974	no	ingredients
1 M KH2PO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:009974	no	ingredients
1 M CaCl2 solution	SOLUTION_NAME	1	1	CultureMech:009974	no	solutions
Cellulose powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:009975	no	ingredients
Trace metal solution SL12 (see below)	SOLUTION_NAME	1	1	CultureMech:009977	no	solutions
1.0 M Sodium acetate (filter--sterilized)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009980	no	ingredients
5% NaHCO3 solution (filter--sterilized)	SOLUTION_NAME	1	1	CultureMech:009980	no	solutions
Vitamin B12 solution (20 μg/L)	SOLUTION_NAME	1	1	CultureMech:009981	no	solutions
V8 canned vegetable juice (Campbell)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009986	no	ingredients
HCl (25% v/ v)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009990	no	ingredients
Fe--Citrate solution (0.1%, w/v)	SOLUTION_NAME	1	1	CultureMech:009990	no	solutions
20% Na2CO3 solution	SOLUTION_NAME	1	1	CultureMech:009991	no	solutions
Starch solution (see below)	SOLUTION_NAME	1	1	CultureMech:009992	no	solutions
Trypticase soy agar (see Medium [M66])	CROSS_REFERENCE	1	1	CultureMech:009997	no	solutions
benzene (water-saturated, autoclaved)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009999	no	ingredients
Sodium β--glycerophosphate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010000	no	ingredients
5.0 mM Toluene (water--saturated)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010006	no	ingredients
1.0 M NaNO3 solution	SOLUTION_NAME	1	1	CultureMech:010006	no	solutions
Vitamin solution (see Medium [M1032])	CROSS_REFERENCE	1	1	CultureMech:010007	no	solutions
6 N HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:010008	no	ingredients
Acid trace element solution (see below)	SOLUTION_NAME	1	1	CultureMech:010008	no	solutions
Alkaline trace element solution (see below)	SOLUTION_NAME	1	1	CultureMech:010008	no	solutions
Cooked meat medium (Oxoid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010012	no	ingredients
Metal solution (see below)	SOLUTION_NAME	1	1	CultureMech:010014	no	solutions
Metal solution (see Medium [M614])	CROSS_REFERENCE	1	1	CultureMech:010015	no	solutions
Phosphate solution (see Medium [M614])	CROSS_REFERENCE	1	1	CultureMech:010015	no	solutions
MnCl4・4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010025	no	ingredients
Trace element solution SL12B (see below)	SOLUTION_NAME	1	1	CultureMech:010025	no	solutions
Blood agar base (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010030	no	ingredients
Sodium lactate solution (50%)	SOLUTION_NAME	1	1	CultureMech:010032	no	solutions
0.5 M Na2S・9H2O solution	SOLUTION_NAME	1	1	CultureMech:010032	no	solutions
FeS solution (see below)	SOLUTION_NAME	1	1	CultureMech:010042	no	solutions
Artificial saltwater (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010043	no	ingredients
Hunter's basal salts (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010045	no	ingredients
Hunter's basal salts (see Medium [M644])	CROSS_REFERENCE	1	1	CultureMech:010046	no	solutions
Trace element solution (see Medium [M481])	CROSS_REFERENCE	1	1	CultureMech:010058	no	solutions
EDTA・2Na・2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010059	no	ingredients
Na2S・9H2O(final conc.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010065	no	ingredients
Na2S2O3・5H2O (final conc.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010068	no	ingredients
0.5 x Artificial seawater (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010069	no	ingredients
0.5 x Artificial seawater (see Medium [M666])	CROSS_REFERENCE	1	1	CultureMech:010070	no	solutions
6.0% Sodium lactate solution (filter--sterilized)	SOLUTION_NAME	1	1	CultureMech:010074	no	solutions
R2A broth (Daigo)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010080	no	ingredients
Artificial seawater (see Medium [M675])	CROSS_REFERENCE	1	1	CultureMech:010080	no	solutions
10% Casamino acids solution	SOLUTION_NAME	1	1	CultureMech:010083	no	solutions
0.1 M Dithiothreitol solution*	SOLUTION_NAME	1	1	CultureMech:010083	no	solutions
1 mM Na2SeO4	UNRESOLVED_CHEMICAL	1	1	CultureMech:010088	no	ingredients
0.4% CaCl2・2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010088	no	ingredients
2 M Sodium acetate (pH 7.0)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010088	no	ingredients
130 mM FeCl2	UNRESOLVED_CHEMICAL	1	1	CultureMech:010088	no	ingredients
Ferric quinate solution (see below)	SOLUTION_NAME	1	1	CultureMech:010092	no	solutions
Ferric quinate solution (see Medium [M687])	CROSS_REFERENCE	1	1	CultureMech:010093	no	solutions
8% (w/v) Na2CO3 solution	SOLUTION_NAME	1	1	CultureMech:010099	no	solutions
0.1% (w/v) Sodium resazurin solution	SOLUTION_NAME	1	1	CultureMech:010099	no	solutions
S I solution (see below)	SOLUTION_NAME	1	1	CultureMech:010099	no	solutions
S II solution (see below)	SOLUTION_NAME	1	1	CultureMech:010099	no	solutions
fatty acid mixture	SOLUTION_NAME	1	1	CultureMech:010100	no	ingredients
Brucella agar (BD-BBL)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010102	no	ingredients
1,2--Dichloropropane (10 mg/ml in methanol)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010104	no	ingredients
Vancomycin・HCl solution (10 mg/ml)*	SOLUTION_NAME	1	1	CultureMech:010104	no	solutions
5% Na2S・9H2O solution*	SOLUTION_NAME	1	1	CultureMech:010105	no	solutions
L--Cysteine・HCl・H2O solution*	SOLUTION_NAME	1	1	CultureMech:010105	no	solutions
5% L--Cysteine・HCl・H2O solution (separately sterilized)	SOLUTION_NAME	1	1	CultureMech:010106	no	solutions
Liver extract (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010107	no	ingredients
liver powder	UNRESOLVED_CHEMICAL	1	1	CultureMech:010107	no	ingredients
Acetate (final concentration)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010108	no	ingredients
Thiosulfate (final concentration)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010108	no	ingredients
Methanol solution (see below)*	SOLUTION_NAME	1	1	CultureMech:010114	no	solutions
Sodium formate solution (see below)*	SOLUTION_NAME	1	1	CultureMech:010115	no	solutions
Thiamine・HCl (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010117	no	ingredients
2% KH2PO4 solution	SOLUTION_NAME	1	1	CultureMech:010122	no	solutions
10% Yeast extract (BD-Difco) solution	SOLUTION_NAME	1	1	CultureMech:010125	no	solutions
Modified trace element solution SL--12 (see below)	SOLUTION_NAME	1	1	CultureMech:010128	no	solutions
Seven vitamins solution (see below)	SOLUTION_NAME	1	1	CultureMech:010128	no	solutions
Base solution A (see below)	SOLUTION_NAME	1	1	CultureMech:010134	no	solutions
Base solution B (see below)	SOLUTION_NAME	1	1	CultureMech:010134	no	solutions
Fe citrate solution (see below)	SOLUTION_NAME	1	1	CultureMech:010134	no	solutions
7% NaHCO3 solution*	SOLUTION_NAME	1	1	CultureMech:010137	no	solutions
2.5% L--Cysteine・HCl・H2O solution	SOLUTION_NAME	1	1	CultureMech:010137	no	solutions
Lowenstein--Jensen medium slants (BD 220908)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010144	no	ingredients
24% Na2S・9H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010145	no	ingredients
(NH4)6Mo7O7・4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010145	no	ingredients
Se--W solution (see below)	SOLUTION_NAME	1	1	CultureMech:010145	no	solutions
10 mM NaOH solution	SOLUTION_NAME	1	1	CultureMech:010145	no	solutions
1 M NaNO3 solution	SOLUTION_NAME	1	1	CultureMech:010149	no	solutions
Soluble starch (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010150	no	ingredients
Hy--Case Amino (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010150	no	ingredients
7% K2HPO4solution	SOLUTION_NAME	1	1	CultureMech:010152	no	solutions
7% K2HPO4 solution	SOLUTION_NAME	1	1	CultureMech:010153	no	solutions
HBS solution (see below)	SOLUTION_NAME	1	1	CultureMech:010157	no	solutions
1 M ZnSO4 solution	SOLUTION_NAME	1	1	CultureMech:010157	no	solutions
1 M Glycerol solution	SOLUTION_NAME	1	1	CultureMech:010157	no	solutions
UBS solution (see below)	SOLUTION_NAME	1	1	CultureMech:010158	no	solutions
0.1 M K2S4O6 solution	SOLUTION_NAME	1	1	CultureMech:010158	no	solutions
Rye--bran extract (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010159	no	ingredients
Rye--bran	UNRESOLVED_CHEMICAL	1	1	CultureMech:010159	no	ingredients
Trypsin (Sigma--Aldrich)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010159	no	ingredients
0.1 M L--Sodium lactate solution*	SOLUTION_NAME	1	1	CultureMech:010169	no	solutions
8.0% Na2CO3 solution	SOLUTION_NAME	1	1	CultureMech:010172	no	solutions
3.0% L--Cysteine・HCl・H2O solution	SOLUTION_NAME	1	1	CultureMech:010172	no	solutions
KH2PO4 solution	SOLUTION_NAME	1	1	CultureMech:010172	no	solutions
CoSO4・7H2	UNRESOLVED_CHEMICAL	1	1	CultureMech:010173	no	ingredients
0.05 M PIPES (pH 7.0) solution	SOLUTION_NAME	1	1	CultureMech:010176	no	solutions
3% Na2S·9H2O solution (neutralized)	SOLUTION_NAME	1	1	CultureMech:010176	no	solutions
8.5% NaHCO3 solution	SOLUTION_NAME	1	1	CultureMech:010180	no	solutions
100 mM FeCl2 solution	SOLUTION_NAME	1	1	CultureMech:010180	no	solutions
15% Sodium formate solution	SOLUTION_NAME	1	1	CultureMech:010184	no	solutions
NE23-3 MEDIUM (see Medium [M505])	CROSS_REFERENCE	1	1	CultureMech:010185	no	solutions
0.1 M Potassium phosphate buffer, pH 7.5	SOLUTION_NAME	1	1	CultureMech:010186	no	ingredients
25% Sodium pyruvate solution*	SOLUTION_NAME	1	1	CultureMech:010186	no	solutions
16% Sodium fumarate solution*	SOLUTION_NAME	1	1	CultureMech:010186	no	solutions
Trisodium citrate・H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010192	no	ingredients
1.0 M KNO3 solution	SOLUTION_NAME	1	1	CultureMech:010194	no	solutions
Horse serum (heat--inactivated)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010196	no	ingredients
25% Yeast Extract Solution	SOLUTION_NAME	1	1	CultureMech:010196	no	solutions
lactic acid	UNRESOLVED_CHEMICAL	1	1	CultureMech:010199	no	ingredients
5% Na2S・9H2Osolution	SOLUTION_NAME	1	1	CultureMech:010202	no	solutions
2.0 M NH4HCO3 solution	SOLUTION_NAME	1	1	CultureMech:010203	no	solutions
washed agar	UNRESOLVED_CHEMICAL	1	1	CultureMech:010207	no	ingredients
32% HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:010208	no	ingredients
1.0 M Betaine solution	SOLUTION_NAME	1	1	CultureMech:010208	no	solutions
2% Malachite green solution	SOLUTION_NAME	1	1	CultureMech:010210	no	solutions
0.1% Fe(NH4) citrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010215	no	ingredients
0.5% MgSO4・7H2O solution	SOLUTION_NAME	1	1	CultureMech:010215	no	solutions
MINERAL MEDIUM FOR HYDROGENOPHILUS ISLANDICUM (see Medium [M803])	CROSS_REFERENCE	1	1	CultureMech:010216	no	solutions
Thioglycolate--ascorbate solution* (see below)	SOLUTION_NAME	1	1	CultureMech:010221	no	solutions
25% KH2PO4 solution	SOLUTION_NAME	1	1	CultureMech:010226	no	solutions
Microelement solution (see Medium [M484])	CROSS_REFERENCE	1	1	CultureMech:010244	no	solutions
0.1 M Sodium sulfite solution	SOLUTION_NAME	1	1	CultureMech:010244	no	solutions
Sodium dithionite solution (100 mg/L)*	SOLUTION_NAME	1	1	CultureMech:010244	no	solutions
MRS broth (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010252	no	ingredients
S6 medium (see Medium [M81])	CROSS_REFERENCE	1	1	CultureMech:010254	no	solutions
R2A broth (DAIGO) (Nihon Pharm. Co.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010255	no	ingredients
1,4--dithiothreitol (DTT)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010263	no	ingredients
NaHPO4・12H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010271	no	ingredients
1.0 M Phosphate buffer (see below)	SOLUTION_NAME	1	1	CultureMech:010273	no	ingredients
Trichloroethylene (10 mg/ml in methanol)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010279	no	ingredients
1.0 M MOPS solution (pH 7.4)	SOLUTION_NAME	1	1	CultureMech:010279	no	solutions
25 mM Ti(III) NTA solution (see below)	SOLUTION_NAME	1	1	CultureMech:010279	no	solutions
Chelated iron solution (see below)	SOLUTION_NAME	1	1	CultureMech:010280	no	solutions
1.0 M Sodium lactate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010283	no	ingredients
Artificial seawater (see Medium [M761])	CROSS_REFERENCE	1	1	CultureMech:010285	no	solutions
Titanium citrate solution (see below)	SOLUTION_NAME	1	1	CultureMech:010286	no	solutions
10% Fructose solution	SOLUTION_NAME	1	1	CultureMech:010295	no	solutions
100 x Vitamin mixture (see below)	SOLUTION_NAME	1	1	CultureMech:010303	no	ingredients
m TGE BROTH MEDIUM (see Medium [M828])	CROSS_REFERENCE	1	1	CultureMech:010305	no	solutions
lactate solution	SOLUTION_NAME	1	1	CultureMech:010311	no	solutions
Modified UBS solution (see below)	SOLUTION_NAME	1	1	CultureMech:010313	no	solutions
100 mM Potassium tetrathionate solution	SOLUTION_NAME	1	1	CultureMech:010315	no	solutions
testosterone	UNRESOLVED_CHEMICAL	1	1	CultureMech:010316	no	ingredients
Pyridoxamine・HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:010316	no	ingredients
testosterone solution	SOLUTION_NAME	1	1	CultureMech:010316	no	solutions
Selenite--tungstate solution	SOLUTION_NAME	1	1	CultureMech:010316	no	solutions
Inorganic salts-starch agar (ISP--4) (see Medium [M50])	CROSS_REFERENCE	1	1	CultureMech:010319	no	solutions
1% Sodium dithionite solution* (freshly prepared)	SOLUTION_NAME	1	1	CultureMech:010322	no	solutions
sodium dithionate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010335	no	ingredients
0.5% Na2CO3 solution	SOLUTION_NAME	1	1	CultureMech:010335	no	solutions
4.8% KAl(SO4)2・12H2O solution	SOLUTION_NAME	1	1	CultureMech:010335	no	solutions
6% Sodium benzoate solution	SOLUTION_NAME	1	1	CultureMech:010335	no	solutions
Larchwood xylan (Sigma)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010340	no	ingredients
Visniac trace elements (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010346	no	solutions
Modified MJ synthetic seawater B (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010355	no	ingredients
5% Na2S・9H2O solution (pH 7.5)	SOLUTION_NAME	1	1	CultureMech:010355	no	solutions
Probumin Universal Grade (Millipore)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010359	no	ingredients
TC Yeastolate (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010359	no	ingredients
Rabbit serum sterile non--hemolyzed young (Pel--Freez code No. 31125)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010359	no	ingredients
MEM alpha Modification (BioWest)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010359	no	ingredients
5% Na2S·9H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010363	no	ingredients
Modified Hutner's basal salts (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010364	no	ingredients
(NH4)6MoO24・4H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010364	no	ingredients
Na2S・9H2O (10%, w/v)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010376	no	ingredients
5% Yeast extract solution	SOLUTION_NAME	1	1	CultureMech:010376	no	solutions
0.5 M Sodium acetate solution	SOLUTION_NAME	1	1	CultureMech:010376	no	solutions
0.5 M Sodium succinate solution	SOLUTION_NAME	1	1	CultureMech:010376	no	solutions
Seven vitamins solution (see Medium [M720])	CROSS_REFERENCE	1	1	CultureMech:010376	no	solutions
1.0 x Artificial seawater (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010378	no	ingredients
1.0 x Artificial seawater (see Medium [M954])	CROSS_REFERENCE	1	1	CultureMech:010379	no	solutions
Modified Wolfe's mineral solution (see below)	SOLUTION_NAME	1	1	CultureMech:010386	no	solutions
0.01 M FeSO4·5H2Osolution (in 0.02 N HCl)	SOLUTION_NAME	1	1	CultureMech:010386	no	solutions
5% L--Cysteine・HCl・H2O solution (pH 7.0)	SOLUTION_NAME	1	1	CultureMech:010389	no	solutions
0.01 M FeSO4・5H2Osolution (in 0.02 N HCl) (optional)	SOLUTION_NAME	1	1	CultureMech:010389	no	solutions
Major metals (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010394	no	ingredients
20 mM Sodium acetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010394	no	ingredients
1 M Tris base (pH 8)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010394	no	ingredients
Trace metal 1 solution (see below)	SOLUTION_NAME	1	1	CultureMech:010394	no	solutions
2% Yeast extract solution	SOLUTION_NAME	1	1	CultureMech:010394	no	solutions
0.5 M HOMOPIPES solution* (pH 5.4)	SOLUTION_NAME	1	1	CultureMech:010394	no	solutions
83 mM TiNTA solution* (see below)	SOLUTION_NAME	1	1	CultureMech:010394	no	solutions
15% TiCl3 solution	SOLUTION_NAME	1	1	CultureMech:010394	no	solutions
fructose solution	SOLUTION_NAME	1	1	CultureMech:010398	no	solutions
sodium octanoate solution	SOLUTION_NAME	1	1	CultureMech:010399	no	solutions
Leibovitz's L--15 medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:010402	no	ingredients
1.0 M Methanol solution	SOLUTION_NAME	1	1	CultureMech:010409	no	solutions
0.025 M Crotonic acid solution (pH 7.0)	SOLUTION_NAME	1	1	CultureMech:010410	no	solutions
Na2S2O4・2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010415	no	ingredients
0.1 N H2SO4 solution	SOLUTION_NAME	1	1	CultureMech:010415	no	solutions
Skim milk (BD-Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010417	no	ingredients
Rabbit serum heat--inactivated at 56&#8451; for 30 min	UNRESOLVED_CHEMICAL	1	1	CultureMech:010421	no	ingredients
10 x Korthof's basal medium (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010421	no	ingredients
Gauze's synthetic medium No. 1 (see Medium [M72])	CROSS_REFERENCE	1	1	CultureMech:010424	no	solutions
Salt solution R (see below)	SOLUTION_NAME	1	1	CultureMech:010429	no	solutions
100 mM Na2HPO4 solution	SOLUTION_NAME	1	1	CultureMech:009698	no	solutions
Vitamin solution (see Medium [M1395])	CROSS_REFERENCE	1	1	CultureMech:009698	no	solutions
Yeast--starch agar (A) (see Medium [M34])	CROSS_REFERENCE	1	1	CultureMech:010249	no	solutions
Cellobiose or Cellulose (MN 300)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008423	no	ingredients
Rice Extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:008655	no	ingredients
Fe2(SO4)3·6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008367	no	ingredients
1 N HCl solution	SOLUTION_NAME	1	1	CultureMech:009693	no	solutions
Larchwood xylan	UNRESOLVED_CHEMICAL	1	1	CultureMech:003349	no	ingredients
Na2-tartrate x 2 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:001041	no	ingredients
K2HPO4·7H2O (6 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
MgSO4·7H2O (6 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
Na2CO3 (4 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
CaCl2·2H2O (2.5 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
Na2SiO3·9H2O (4.64 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
Citric acid·H2O (4.8 g/L)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
Sterile air	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
K2HPO4·7H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008820	no	ingredients
Kanamycin solution (25 mg/ml)*	SOLUTION_NAME	1	1	CultureMech:008611	no	solutions
Nalidixic acid solution (100 mg/ml)*	SOLUTION_NAME	1	1	CultureMech:008611	no	solutions
Nalidixic acid solution (50 mg/ml)*	SOLUTION_NAME	1	1	CultureMech:008610	no	solutions
Vitamin K	UNRESOLVED_CHEMICAL	1	1	CultureMech:009243	no	ingredients
0.1 M Phenol solution* (freshly prepared)	SOLUTION_NAME	1	1	CultureMech:007549	no	solutions
Fe-Citrate	UNRESOLVED_CHEMICAL	1	1	CultureMech:009631	no	ingredients
